category,record_index,variant,translation
monster,71,short_name_plural,쿠왈리쿠보나
monster,72,name,쿠왈리쿠보나
monster,72,name_plural,쿠왈리쿠보나
monster,72,short_name,쿠왈리쿠보나
monster,72,short_name_plural,쿠왈리쿠보나
monster,73,name,아마줄루여왕
monster,73,name_plural,아마줄루여왕
monster,73,short_name,아마줄루여왕
monster,73,short_name_plural,아마줄루여왕
monster,74,name,바다뱀
monster,74,name_plural,바다뱀
monster,74,short_name,바다뱀
monster,74,short_name_plural,바다뱀
monster,75,name,물드래곤
monster,75,name_plural,물드래곤
monster,75,short_name,바다뱀
monster,75,short_name_plural,바다뱀
monster,77,name,거대게
monster,77,name_plural,거대게
monster,77,short_name,거대게
monster,77,short_name_plural,거대게
monster,78,name,왕게
monster,78,name_plural,왕게
monster,78,short_name,거대게
monster,78,short_name_plural,거대게
monster,79,name,잠자리
monster,79,name_plural,잠자리
monster,79,short_name,비행곤충
monster,79,short_name_plural,비행곤충
monster,80,name,거대모기
monster,80,name_plural,거대모기
monster,80,short_name,비행곤충
monster,80,short_name_plural,비행곤충
monster,81,name,거대거미
monster,81,name_plural,거대거미
monster,81,short_name,거대거미
monster,81,short_name_plural,거대거미
monster,82,name,타란툴라
monster,82,name_plural,타란툴라
monster,82,short_name,거대거미
monster,82,short_name_plural,거대거미
monster,83,name,해파리
monster,83,name_plural,해파리
monster,83,short_name,물젤라틴
monster,83,short_name_plural,물젤라틴
monster,84,name,맨오워
monster,84,name_plural,맨오워
monster,84,short_name,물젤라틴
monster,84,short_name_plural,물젤라틴
monster,86,name,미노데몬
monster,86,name_plural,미노데몬
monster,86,short_name,미노데몬
monster,86,short_name_plural,미노데몬
monster,87,name,사이렌
monster,87,name_plural,사이렌
monster,87,short_name,사이렌
monster,87,short_name_plural,사이렌
monster,88,name,사이렌마법사
monster,88,name_plural,사이렌마법사
monster,88,short_name,사이렌
monster,88,short_name_plural,사이렌
monster,90,name,사이렌
monster,90,name_plural,사이렌
monster,90,short_name,사이렌
monster,90,short_name_plural,사이렌
monster,91,name,카론
monster,91,name_plural,카론
monster,91,short_name,카론
monster,91,short_name_plural,카론
monster,92,name,나이트건트
monster,92,name_plural,나이트건트
monster,92,short_name,악마 형상
monster,92,short_name_plural,악마 형상
monster,95,name,해골
monster,95,name_plural,해골
monster,95,short_name,해골
monster,95,short_name_plural,해골
monster,96,name,해골 로드
monster,96,name_plural,해골 로드
monster,96,short_name,해골
monster,96,short_name_plural,해골
monster,99,name,밴시
monster,99,name_plural,밴시
monster,99,short_name,유령
monster,99,short_name_plural,유령
monster,100,name,스펙터
monster,100,name_plural,스펙터
monster,100,short_name,유령
monster,100,short_name_plural,유령
monster,101,name,영혼
monster,101,name_plural,영혼
monster,101,short_name,그림자
monster,101,short_name_plural,그림자
monster,102,name,망령
monster,102,name_plural,망령
monster,102,short_name,그림자
monster,102,short_name_plural,그림자
monster,104,name,좀비경비병
monster,104,name_plural,좀비경비병
monster,104,short_name,좀비경비병
monster,104,short_name_plural,좀비경비병
monster,105,name,남빛박쥐
monster,105,name_plural,남빛박쥐
monster,105,short_name,검은박쥐
monster,105,short_name_plural,검은박쥐
monster,106,name,괴물뱀
monster,106,name_plural,괴물뱀
monster,106,short_name,괴물뱀
monster,106,short_name_plural,괴물뱀
monster,107,name,독사
monster,107,name_plural,독사
monster,107,short_name,뱀
monster,107,short_name_plural,뱀
monster,108,name,에일라유령
monster,108,name_plural,에일라유령
monster,108,short_name,에일라유령
monster,108,short_name_plural,에일라유령
monster,109,name,마로유령
monster,109,name_plural,마로유령
monster,109,short_name,마로유령
monster,109,short_name_plural,마로유령
monster,110,name,불리유령
monster,110,name_plural,불리유령
monster,110,short_name,불리유령
monster,110,short_name_plural,불리유령
monster,111,name,나르시유령
monster,111,name_plural,나르시유령
monster,111,short_name,나르시유령
monster,111,short_name_plural,나르시유령
monster,113,name,섬거인
monster,113,name_plural,섬거인
monster,113,short_name,거인
monster,113,short_name_plural,거인
monster,114,name,마이라이
monster,114,name_plural,마이라이
monster,114,short_name,마이라이
monster,114,short_name_plural,마이라이
monster,115,name,애벌레
monster,115,name_plural,애벌레
monster,115,short_name,애벌레
monster,115,short_name_plural,애벌레
monster,116,name,보크
monster,116,name_plural,보크
monster,116,short_name,보크
monster,116,short_name_plural,보크
monster,117,name,디스코좀비
monster,117,name_plural,디스코좀비
monster,117,short_name,디스코좀비
monster,117,short_name_plural,디스코좀비
monster,118,name,유령마녀
monster,118,name_plural,유령마녀
monster,118,short_name,유령마녀
monster,118,short_name_plural,유령마녀
monster,119,name,광기해골
monster,119,name_plural,광기해골
monster,119,short_name,광기해골
monster,119,short_name_plural,광기해골
monster,120,name,로빈윈드마른
monster,120,name_plural,로빈윈드마른
monster,120,short_name,로빈윈드마른
monster,120,short_name_plural,로빈윈드마른
monster,121,name,흑기사
monster,121,name_plural,흑기사
monster,121,short_name,흑기사
monster,121,short_name_plural,흑기사
monster,122,name,브리거드볼탄
monster,122,name_plural,브리거드볼탄
monster,122,short_name,브리거드볼탄
monster,122,short_name_plural,브리거드볼탄
monster,123,name,하야토다이쿠타
monster,123,name_plural,하야토다이쿠타
monster,123,short_name,하야토다이쿠타
monster,123,short_name_plural,하야토다이쿠타
monster,124,name,하이랜더
monster,124,name_plural,하이랜더
monster,124,short_name,하이랜더
monster,124,short_name_plural,하이랜더
monster,125,name,암흑성전사
monster,125,name_plural,암흑성전사
monster,125,short_name,암흑성전사
monster,125,short_name_plural,암흑성전사
monster,126,name,발키리
monster,126,name_plural,발키리
monster,126,short_name,발키리
monster,126,short_name_plural,발키리
monster,127,name,사무라이
monster,127,name_plural,사무라이
monster,127,short_name,사무라이
monster,127,short_name_plural,사무라이
monster,128,name,재앙왕
monster,128,name_plural,재앙왕
monster,128,short_name,재앙왕
monster,128,short_name_plural,재앙왕
monster,129,name,감옥쥐
monster,129,name_plural,감옥쥐
monster,129,short_name,쥐
monster,129,short_name_plural,쥐
monster,130,name,램수호자
monster,130,name_plural,램수호자
monster,130,short_name,램수호자
monster,130,short_name_plural,램수호자
monster,132,name,죽음기사
monster,132,name_plural,죽음기사
monster,132,short_name,죽음기사
monster,132,short_name_plural,죽음기사
monster,134,name,닌자
monster,134,name_plural,닌자
monster,134,short_name,닌자
monster,134,short_name_plural,닌자
monster,135,name,드로우엘프
monster,135,name_plural,드로우엘프
monster,135,short_name,궁수
monster,135,short_name_plural,궁수
monster,136,name,유안티
monster,136,name_plural,유안티
monster,136,short_name,뱀인간
monster,136,short_name_plural,뱀인간
monster,138,name,푸른꼬리파리
monster,138,name_plural,푸른꼬리파리
monster,138,short_name,비행곤충
monster,138,short_name_plural,비행곤충
monster,140,name,다이쇼달인
monster,140,name_plural,다이쇼달인
monster,140,short_name,사무라이
monster,140,short_name_plural,사무라이
monster,141,name,리치
monster,141,name_plural,리치
monster,141,short_name,로브형상
monster,141,short_name_plural,로브형상
monster,142,name,원혼
monster,142,name_plural,원혼
monster,142,short_name,그림자
monster,142,short_name_plural,그림자
monster,144,name,암살자
monster,144,name_plural,암살자
monster,144,short_name,닌자
monster,144,short_name_plural,닌자
monster,145,name,중닌
monster,145,name_plural,중닌
monster,145,short_name,닌자
monster,145,short_name_plural,닌자
monster,146,name,고블린
monster,146,name_plural,고블린
monster,146,short_name,고블린
monster,146,short_name_plural,고블린
monster,147,name,고블린주술사
monster,147,name_plural,고블린주술사
monster,147,short_name,고블린
monster,147,short_name_plural,고블린
monster,148,name,고블린사제
monster,148,name_plural,고블린사제
monster,148,short_name,고블린
monster,148,short_name_plural,고블린
monster,149,name,그렘린
monster,149,name_plural,그렘린
monster,149,short_name,고블린
monster,149,short_name_plural,고블린
monster,150,name,조르피투스
monster,150,name_plural,조르피투스
monster,150,short_name,조르피투스
monster,150,short_name_plural,조르피투스
monster,151,name,드라큘라
monster,151,name_plural,드라큘라
monster,151,short_name,드라큘라
monster,151,short_name_plural,드라큘라
monster,152,name,레베카
monster,152,name_plural,레베카
monster,152,short_name,레베카
monster,152,short_name_plural,레베카
monster,153,name,* 벨 라 *
monster,153,name_plural,* 벨 라 *
monster,153,short_name,* 벨 라 *
monster,153,short_name_plural,* 벨 라 *
monster,154,name,티라노사우루스
monster,154,name_plural,티라노사우루스
monster,154,short_name,거대도마뱀
monster,154,short_name_plural,거대도마뱀
monster,155,name,페어리여왕
monster,155,name_plural,페어리여왕
monster,155,short_name,페어리여왕
monster,155,short_name_plural,페어리여왕
monster,156,name,페어리실프
monster,156,name_plural,페어리실프
monster,156,short_name,페어리
monster,156,short_name_plural,페어리
monster,157,name,도깨비불
monster,157,name_plural,도깨비불
monster,157,short_name,반딧불
monster,157,short_name_plural,반딧불
monster,158,name,마인드플레이어
monster,158,name_plural,마인드플레이어
monster,158,short_name,기괴한마법사
monster,158,short_name_plural,기괴한마법사
monster,159,name,수정수호자
monster,159,name_plural,수정수호자
monster,159,short_name,기괴한마법사
monster,159,short_name_plural,기괴한마법사
monster,160,name,수호자
monster,160,name_plural,수호자
monster,160,short_name,기사
monster,160,short_name_plural,기사
monster,161,name,상급 악마
monster,161,name_plural,상급 악마
monster,161,short_name,상급 악마
monster,161,short_name_plural,상급 악마
monster,162,name,하급 악마
monster,162,name_plural,하급 악마
monster,162,short_name,악마 형상
monster,162,short_name_plural,악마 형상
monster,163,name,다이묘
monster,163,name_plural,다이묘
monster,163,short_name,사무라이
monster,163,short_name_plural,사무라이
monster,164,name,대사부
monster,164,name_plural,대사부
monster,164,short_name,닌자
monster,164,short_name_plural,닌자
monster,165,name,라다메스
monster,165,name_plural,라다메스
monster,165,short_name,언데드파라오
monster,165,short_name_plural,언데드파라오
monster,166,name,럼블바위
monster,166,name_plural,럼블바위
monster,166,short_name,거대바위머리
monster,166,short_name_plural,거대바위머리
monster,167,name,램의사제
monster,167,name_plural,램의사제
monster,167,short_name,염소머리인간
monster,167,short_name_plural,염소머리인간
monster,168,name,피트핀드
monster,168,name_plural,피트핀드
monster,168,short_name,지옥악마
monster,168,short_name_plural,지옥악마
monster,169,name,하급데빌
monster,169,name_plural,하급데빌
monster,169,short_name,악마 형상
monster,169,short_name_plural,악마 형상
monster,170,name,망령군주
monster,170,name_plural,망령군주
monster,170,short_name,그림자
monster,170,short_name_plural,그림자
monster,171,name,화염헬캣
monster,171,name_plural,화염헬캣
monster,171,short_name,헬캣
monster,171,short_name_plural,헬캣
monster,173,name,독거인
monster,173,name_plural,독거인
monster,173,short_name,거인
monster,173,short_name_plural,거인
monster,174,name,상급 악마
monster,174,name_plural,상급 악마
monster,174,short_name,상급 악마
monster,174,short_name_plural,상급 악마
monster,175,name,뒤틀린실프
monster,175,name_plural,뒤틀린실프
monster,175,short_name,페어리
monster,175,short_name_plural,페어리
monster,176,name,검은성전사
monster,176,name_plural,검은성전사
monster,176,short_name,암흑성전사
monster,176,short_name_plural,암흑성전사
monster,177,name,저주받은자
monster,177,name_plural,저주받은자
monster,177,short_name,으스스한형상
monster,177,short_name_plural,으스스한형상
monster,178,name,불파라오
monster,178,name_plural,불파라오
monster,178,short_name,언데드파라오
monster,178,short_name_plural,언데드파라오
monster,179,name,거대뱀
monster,179,name_plural,거대뱀
monster,179,short_name,괴물뱀
monster,179,short_name_plural,괴물뱀
monster,180,name,독사
monster,180,name_plural,독사
monster,180,short_name,뱀
monster,180,short_name_plural,뱀
monster,200,name,에테르박쥐
monster,200,name_plural,에테르박쥐
monster,200,short_name,에테르박쥐
monster,200,short_name_plural,에테르박쥐
monster,201,name,유사드래곤
monster,201,name_plural,유사드래곤
monster,201,short_name,유사드래곤
monster,201,short_name_plural,유사드래곤
monster,202,name,가고일
monster,202,name_plural,가고일
monster,202,short_name,가고일
monster,202,short_name_plural,가고일
monster,203,name,버발랑
monster,203,name_plural,버발랑
monster,203,short_name,버발랑
monster,203,short_name_plural,버발랑
monster,204,name,헬리온
monster,204,name_plural,헬리온
monster,204,short_name,헬리온
monster,204,short_name_plural,헬리온
monster,205,name,상급 악마
monster,205,name_plural,상급 악마
monster,205,short_name,상급 악마
monster,205,short_name_plural,상급 악마
monster,206,name,해골
monster,206,name_plural,해골
monster,206,short_name,해골
monster,206,short_name_plural,해골
monster,207,name,좀비
monster,207,name_plural,좀비
monster,207,short_name,좀비
monster,207,short_name_plural,좀비
monster,208,name,셰이드
monster,208,name_plural,셰이드
monster,208,short_name,셰이드
monster,208,short_name_plural,셰이드
monster,209,name,언데드군주
monster,209,name_plural,언데드군주
monster,209,short_name,언데드군주
monster,209,short_name_plural,언데드군주
monster,210,name,아리엘시종
monster,210,name_plural,아리엘시종
monster,210,short_name,아리엘시종
monster,210,short_name_plural,아리엘시종
monster,211,name,상급 악마
monster,211,name_plural,상급 악마
monster,211,short_name,상급 악마
monster,211,short_name_plural,상급 악마
monster,212,name,독덩굴
monster,212,name_plural,독덩굴
monster,212,short_name,독덩굴
monster,212,short_name_plural,독덩굴
monster,213,name,늑대쥐
monster,213,name_plural,늑대쥐
monster,213,short_name,늑대쥐
monster,213,short_name_plural,늑대쥐
monster,214,name,픽시
monster,214,name_plural,픽시
monster,214,short_name,픽시
monster,214,short_name_plural,픽시
monster,215,name,놀트롤
monster,215,name_plural,놀트롤
monster,215,short_name,놀트롤
monster,215,short_name_plural,놀트롤
monster,216,name,파이로에이어
monster,216,name_plural,파이로에이어
monster,216,short_name,파이로에이어
monster,216,short_name_plural,파이로에이어
monster,217,name,호라스무스
monster,217,name_plural,호라스무스
monster,217,short_name,호라스무스
monster,217,short_name_plural,호라스무스
monster,218,name,환영
monster,218,name_plural,환영
monster,218,short_name,환영
monster,218,short_name_plural,환영
monster,219,name,그림자
monster,219,name_plural,그림자
monster,219,short_name,그림자
monster,219,short_name_plural,그림자
monster,220,name,괴이체
monster,220,name_plural,괴이체
monster,220,short_name,괴이체
monster,220,short_name_plural,괴이체
monster,221,name,키메라
monster,221,name_plural,키메라
monster,221,short_name,키메라
monster,221,short_name_plural,키메라
monster,222,name,망령
monster,222,name_plural,망령
monster,222,short_name,망령
monster,222,short_name_plural,망령
monster,223,name,환영체
monster,223,name_plural,환영체
monster,223,short_name,환영체
monster,223,short_name_plural,환영체
monster,250,name,메이티선장
npc,0,name,코스믹포지
npc,1,name,* 벨 라 *
npc,2,name,르몽테스
npc,3,name,스미티
npc,4,name,통행세트롤
npc,5,name,미스타파파스
npc,6,name,조르피투스
npc,7,name,바위수호자
npc,8,name,사제유령
npc,9,name,아마줄루여왕
npc,10,name,쿠왈리쿠보나
npc,11,name,마우무무
npc,12,name,카론
npc,13,name,카론
npc,14,name,미노데몬
npc,15,name,유령형상
npc,16,name,사이렌
npc,17,name,마이라이
npc,18,name,애벌레
npc,19,name,여왕유령
npc,20,name,재앙왕
npc,21,name,재앙왕
npc,22,name,레베카
npc,23,name,환영
npc,24,name,흡혈귀
npc,25,name,델파이
npc,26,name,페어리여왕
npc,27,name,조르피투스
npc,28,name,재앙왕
npc,29,name,레베카
